"id";"Month";"Date";"Hour";"X2011_UV";"X2012_UV";"X2013_UV";"X2014_UV";"X2015_UV";"X2016_UV";"X2017_UV";"X2018_UV";"X2019_UV";"X2020_UV"
1;1;1;0;0;0,02;0,04;0,03;0,02;0;0;0,01;0,01;0,01
2;1;1;1;0;0,02;0,04;0,03;0,02;0;0;0,01;0,01;0,01
3;1;1;2;0;0,02;0,04;0,03;0,02;0;0;0,01;0,01;0,01
4;1;1;3;0;0,02;0,04;0,03;0,02;0;0;0,01;0,01;0,01
5;1;1;4;0;0,02;0,03;0,03;0,02;0;0;0,01;0,01;0,01
6;1;1;5;0,02;0,07;0,08;0,06;0,06;0,05;0,03;0,05;0,1;0,11
7;1;1;6;0,26;0,42;0,44;0,14;0,4;0,37;0,24;0,34;0,44;0,62
8;1;1;7;0,62;1,41;1,47;0,45;1,43;1,2;1,44;1,08;1,4;1,86
9;1;1;8;1,39;3,24;3,5;1,18;3,12;2,66;3,41;3,38;3,51;3,77
10;1;1;9;3,29;5,57;6,15;1,84;4,65;4,95;2;6,1;5,96;6,52
11;1;1;10;5,37;7,77;8,45;4,32;6,48;6,78;5,82;8,42;8,35;9,47
12;1;1;11;8,04;9,35;10,18;2,4;4,58;6,62;2,33;10,12;10,13;11,44
13;1;1;12;5,01;9,68;10,54;1,48;10,33;7,1;2,15;10,53;10,74;12,06
14;1;1;13;6,67;7,78;9,52;1,38;9,47;6,08;3,11;9,68;9,99;11,11
15;1;1;14;4,03;6,35;7,61;0,92;6,63;5,32;2,07;7,87;8,15;8,98
16;1;1;15;2,67;4,74;5,4;0,89;3,45;3,42;1,43;5,46;5,71;6,23
17;1;1;16;1,43;2,6;2,95;0,28;2,81;1,8;1,34;3,17;3,27;3,56
18;1;1;17;0,88;1,04;1,25;0,15;1,2;0,66;0,64;1,43;1,46;1,63
19;1;1;18;0,24;0,27;0,33;0,09;0,29;0,19;0,07;0,44;0,45;0,51
20;1;1;19;0,01;0,04;0,06;0,03;0,04;0,02;0,02;0,06;0,06;0,07
21;1;1;20;0;0,01;0,03;0,03;0,01;0;0;0,01;0,01;0,01
22;1;1;21;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
23;1;1;22;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
24;1;1;23;0;0,02;0,03;0,03;0,01;0;0,01;0,01;0,01;0,01
25;1;2;0;0;0,02;0,03;0,03;0,01;0;0,01;0,01;0,01;0,01
26;1;2;1;0;0,02;0,03;0,03;0,01;0;0,01;0,01;0,01;0,01
27;1;2;2;0;0,02;0,03;0,03;0,01;0;0,01;0,01;0,01;0,01
28;1;2;3;0;0,02;0,03;0,03;0,01;0,01;0,01;0,01;0,01;0,01
29;1;2;4;0;0,02;0,04;0,04;0,01;0,01;0,01;0,01;0,01;0,01
30;1;2;5;0,05;0,07;0,09;0,1;0,04;0,03;0,02;0,07;0,04;0,11
31;1;2;6;0,54;0,43;0,3;0,5;0,3;0,27;0,2;0,48;0,24;0,63
32;1;2;7;1,81;1,47;1,33;1,39;1,43;0,87;0,36;1,6;0,98;1,92
33;1;2;8;2,36;3,29;3,43;3,93;3,56;2,45;0,86;2,85;2,08;4,05
34;1;2;9;4,74;5,74;6,53;6,76;5,03;4,18;3,14;4,44;3,64;6,83
35;1;2;10;8,47;8,13;9,18;8,72;8,9;6,81;5,68;6,63;6,28;9,57
36;1;2;11;10,72;9,71;10,32;10,98;10,1;10,34;4,79;8,41;10;11,47
37;1;2;12;10,84;9,2;11,34;12,27;11,2;10,42;4,22;8,61;10,66;12
38;1;2;13;9,89;7,93;10,62;11,12;7,44;9,42;4,34;8,02;9,95;10,68
39;1;2;14;7,93;7,06;8,61;9,23;5,35;7,78;2,31;6,19;7,95;7,63
40;1;2;15;5,58;5,13;5,9;4,93;4,86;5,5;1,94;4,57;5,62;5,33
41;1;2;16;3,23;2,79;3,2;2,19;2,75;2,96;1,03;3,06;3,25;3,3
42;1;2;17;1,29;1,12;1,27;0,83;1,09;1,19;0,39;1,36;1,48;1,44
43;1;2;18;0,32;0,27;0,34;0,23;0,25;0,31;0,13;0,4;0,46;0,42
44;1;2;19;0,03;0,03;0,06;0,06;0,02;0,04;0,02;0,05;0,06;0,07
45;1;2;20;0;0,01;0,03;0,03;0;0;0;0,01;0,01;0,01
46;1;2;21;0;0,01;0,03;0,03;0;0,01;0;0,01;0,01;0,01
47;1;2;22;0;0,01;0,03;0,03;0;0,01;0;0,01;0,01;0,01
48;1;2;23;0;0,01;0,04;0,03;0;0;0;0,01;0,01;0,01
49;1;3;0;0;0,01;0,03;0,04;0;0,01;0;0,01;0,01;0,01
50;1;3;1;0;0,02;0,03;0,04;0;0,01;0;0,01;0,01;0,01
51;1;3;2;0;0,02;0,03;0,04;0;0,01;0;0,01;0,01;0,01
52;1;3;3;0;0,02;0,03;0,04;0;0,01;0;0,01;0,01;0,01
53;1;3;4;0;0,02;0,03;0,04;0;0,01;0,01;0,01;0,01;0,01
54;1;3;5;0,04;0,07;0,08;0,07;0,05;0,05;0,03;0,05;0,03;0,1
55;1;3;6;0,3;0,38;0,45;0,39;0,4;0,38;0,23;0,32;0,17;0,58
56;1;3;7;0,82;1,25;1,56;1,54;1,31;1,33;0,77;0,59;0,59;1,81
57;1;3;8;2,2;2,9;3,57;3,74;3,33;3,43;2,15;1,35;1,67;3,07
58;1;3;9;4,51;5,32;6,33;5,86;6,12;5,52;3,31;3,11;5,55;4,55
59;1;3;10;7,96;7,64;8,93;7,91;8,77;7,4;9,04;5,92;8,5;7,34
60;1;3;11;10,66;9,83;10,82;11,41;10,51;10,61;11,08;7,49;10,36;9,99
61;1;3;12;10,71;7;11,27;11,05;10,7;11,08;11,59;9,06;10,91;10,94
62;1;3;13;9,71;5,57;10,41;9,64;10,14;9,53;10,78;9,25;10,15;10,68
63;1;3;14;7,64;3,78;8,34;8,88;7,18;6,57;8,73;8,13;8,22;8,84
64;1;3;15;5,05;4,17;5,7;6,57;3,03;2,68;6,01;5,68;5,65;6,02
65;1;3;16;2,97;1,14;2,56;3,61;1,63;0,99;3,32;3,25;3,23;3,28
66;1;3;17;1,22;0,49;1,21;1,43;0,45;0,33;1,33;1,45;1,48;1,46
67;1;3;18;0,3;0,22;0,31;0,37;0,08;0,12;0,33;0,45;0,46;0,44
68;1;3;19;0,03;0,03;0,05;0,06;0,02;0,02;0,04;0,06;0,06;0,06
69;1;3;20;0;0,02;0,02;0,03;0,01;0;0;0,01;0,01;0,01
70;1;3;21;0;0,02;0,02;0,03;0,01;0;0;0,01;0,01;0,01
71;1;3;22;0;0,02;0,02;0,03;0,01;0,01;0,01;0,01;0,01;0,01
72;1;3;23;0;0,02;0,02;0,03;0,01;0,01;0,01;0,01;0,01;0,01
73;1;4;0;0;0,02;0,02;0,04;0,01;0,01;0,01;0,01;0,01;0,01
74;1;4;1;0;0,02;0,02;0,04;0,01;0,01;0,01;0,01;0,01;0,01
75;1;4;2;0;0,02;0,02;0,04;0,01;0,01;0,01;0,01;0,01;0,01
76;1;4;3;0;0,02;0,02;0,04;0,01;0,01;0,01;0,01;0,01;0,01
77;1;4;4;0;0,02;0,02;0,04;0,01;0,01;0,01;0,01;0,01;0,01
78;1;4;5;0,06;0,03;0,08;0,08;0,02;0,03;0,05;0,09;0,08;0,08
79;1;4;6;0,5;0,06;0,46;0,44;0,08;0,14;0,36;0,56;0,54;0,47
80;1;4;7;1,7;0,21;1,57;0,99;0,42;0,33;1,55;1,73;1,7;1,29
81;1;4;8;3,78;0,83;3,66;1,89;1,2;0,98;3,65;3,73;3,64;2,87
82;1;4;9;6,38;3,89;6,35;5,56;2,55;1,91;6,4;6,23;6,14;5,16
83;1;4;10;8,81;6,87;8,92;3,89;4,56;6,06;9,08;8,57;8,59;7,35
84;1;4;11;10,29;10,05;10,61;8,48;9,29;8,05;10,9;10,41;10,25;8,62
85;1;4;12;10,79;10,33;11,19;4,8;8,5;4,11;11,48;10,9;10,71;3,57
86;1;4;13;9,97;10,18;10,3;3,42;9,08;2,07;9,9;9,4;10,01;1,3
87;1;4;14;8,08;8,15;8,23;3,59;8,16;6,77;7,07;8,18;7,99;2,83
88;1;4;15;5,29;5,6;5,51;3,88;5,69;3,57;5,34;5,62;3,81;5,14
89;1;4;16;2,97;3,12;2,97;2,62;3,17;1,59;2,87;3,22;1,86;3,3
90;1;4;17;1,03;1,27;1,18;0,83;1,25;0,69;1,16;1,48;0,49;1,48
91;1;4;18;0,27;0,33;0,3;0,3;0,31;0,2;0,3;0,44;0,28;0,45
92;1;4;19;0,02;0,05;0,04;0,07;0,04;0,03;0,03;0,06;0,04;0,06
93;1;4;20;0;0,02;0,01;0,03;0,01;0;0;0,01;0,01;0,01
94;1;4;21;0;0,02;0,01;0,04;0,01;0;0;0,01;0,01;0,01
95;1;4;22;0;0,02;0,01;0,04;0,02;0;0;0,01;0,01;0,01
96;1;4;23;0;0,02;0,01;0,04;0,02;0;0;0,01;0,01;0,01
97;1;5;0;0;0,03;0,01;0,04;0,02;0;0;0,01;0,01;0,01
98;1;5;1;0;0,03;0,02;0,04;0,01;0,01;0;0,01;0,01;0,01
99;1;5;2;0;0,03;0,02;0,04;0,02;0,01;0;0,01;0,01;0,01
100;1;5;3;0;0,03;0,02;0,04;0,02;0,01;0;0,01;0,01;0,01
101;1;5;4;0;0,03;0,02;0,04;0,01;0,01;0;0,01;0,01;0,01
102;1;5;5;0,02;0,07;0,07;0,09;0,04;0,03;0,04;0,09;0,05;0,03
103;1;5;6;0,23;0,37;0,41;0,48;0,32;0,31;0,35;0,56;0,31;0,09
104;1;5;7;1,25;1,18;1,48;1,61;1,22;0,96;1,26;1,75;0,35;0,25
105;1;5;8;2,39;3,37;3,48;3,89;3,14;2,65;3,3;3,75;0,69;0,4
106;1;5;9;3,72;5,86;6,13;6,75;6,19;5,55;5,04;6,32;1,15;1,22
107;1;5;10;6,08;8,22;8,66;9,64;9,12;6,94;6,73;8,89;0,99;3,03
108;1;5;11;8,26;9,54;10,35;11,67;10,1;6,68;9,7;10,72;0,46;4,78
109;1;5;12;8,74;10,18;11,14;11,96;9,97;4,71;10,22;11,37;1,87;3,75
110;1;5;13;7,68;9,51;10,22;10,65;10,09;1,58;9,96;10,51;5,24;3,05
111;1;5;14;6;7,35;7,91;7,37;8,32;0,64;7,94;8,48;5,22;3,02
112;1;5;15;4,17;5,33;4,77;1,39;5,78;1,47;5,41;5,85;4,95;1,77
113;1;5;16;2,82;2,7;2,59;2,02;3,14;2,21;2,93;3,4;3,13;0,98
114;1;5;17;1,1;1,03;1,11;1,15;1,31;1,23;1,17;1,56;1,34;0,51
115;1;5;18;0,27;0,23;0,35;0,34;0,33;0,3;0,3;0,48;0,42;0,13
116;1;5;19;0,02;0,05;0,06;0,05;0,04;0,03;0,03;0,06;0,06;0,02
117;1;5;20;0;0,03;0,02;0,03;0,01;0;0;0,01;0,01;0,01
118;1;5;21;0;0,03;0,02;0,03;0,01;0;0;0,01;0,01;0,01
119;1;5;22;0;0,03;0,02;0,03;0,01;0,01;0;0,01;0,01;0,01
120;1;5;23;0;0,03;0,02;0,03;0,01;0,01;0;0,01;0,01;0,01
121;1;6;0;0;0,03;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
122;1;6;1;0;0,03;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
123;1;6;2;0;0,03;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
124;1;6;3;0;0,03;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
125;1;6;4;0;0,03;0,04;0,04;0,01;0,01;0;0,01;0,01;0,01
126;1;6;5;0,03;0,07;0,08;0,08;0,05;0,02;0,05;0,09;0,08;0,01
127;1;6;6;0,39;0,39;0,4;0,23;0,24;0,17;0,4;0,58;0,52;0,05
128;1;6;7;1,24;1,39;1,44;1,22;1;0,57;1,46;1,81;1,6;0,24
129;1;6;8;3,64;3,33;3,47;2,45;3,22;1,74;3,23;3,9;3,33;0,52
130;1;6;9;6,13;5,81;6,14;4,57;6,26;2,77;5,92;6,52;5,99;1,25
131;1;6;10;8,53;8,27;8,7;4,64;8,76;6,49;8,65;9,11;6,6;1,89
132;1;6;11;10,18;9,95;10,47;6,04;10,66;7,64;10,34;10,91;8,79;2,59
133;1;6;12;10,69;10,45;11,08;10,1;11,16;8,9;10,97;11,5;10,46;1,49
134;1;6;13;10,11;9,67;10,27;8,3;10,25;7,21;10,04;10,73;9,91;0,74
135;1;6;14;8,25;7,69;8,25;6,26;8,22;6,7;7,69;8,69;8,05;0,6
136;1;6;15;5,69;4,66;5,64;4,45;5,76;4,1;5,42;5,99;5,6;0,12
137;1;6;16;3,13;2,4;3,09;3,11;3,15;2,96;3;3,46;3,21;0,12
138;1;6;17;1,2;0,96;1,26;1,16;1,25;1,22;1,17;1,31;1,48;0,13
139;1;6;18;0,28;0,24;0,35;0,29;0,31;0,21;0,3;0,39;0,45;0,06
140;1;6;19;0,02;0,05;0,06;0,07;0,04;0,02;0,03;0,04;0,06;0,02
141;1;6;20;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
142;1;6;21;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
143;1;6;22;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
144;1;6;23;0;0,02;0,03;0,04;0,01;0;0;0,01;0,01;0,01
145;1;7;0;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
146;1;7;1;0;0,02;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
147;1;7;2;0;0,02;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
148;1;7;3;0;0,02;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
149;1;7;4;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
150;1;7;5;0,05;0,06;0,08;0,07;0,04;0,05;0,05;0,08;0,07;0,03
151;1;7;6;0,38;0,39;0,4;0,38;0,38;0,37;0,42;0,42;0,41;0,19
152;1;7;7;1,32;1,44;1,45;1,21;1,48;1,42;1,53;0,81;1,33;0,67
153;1;7;8;2,79;3,37;3,59;2,34;3,45;2,6;3,62;1,25;3,16;1,67
154;1;7;9;3,91;5,73;6,48;3,17;6,1;4,71;6,44;2,1;5,86;2,51
155;1;7;10;5,91;5,29;9,06;3,86;8,53;5,14;8,92;3,29;8,11;2,77
156;1;7;11;7,28;5,25;10,85;5,26;10,56;6,43;10,71;5,03;9,66;2,48
157;1;7;12;8,34;7,6;11,16;6,79;10,43;10,07;11,19;5,76;10,22;3,07
158;1;7;13;9,23;6,85;10;5,94;1,52;9,56;9,71;7,4;9,46;1,7
159;1;7;14;7,68;1,4;7,79;4,89;1,29;8,56;6,53;5,36;7,58;1,83
160;1;7;15;5,56;1,23;5,23;3,88;3,47;5,99;4,36;4,07;5,01;1,86
161;1;7;16;3,15;0,44;2,85;2,68;2,97;3,32;2,52;2,46;2,97;1,06
162;1;7;17;1,28;0,2;1,19;1,15;1,03;1,32;1,11;1,26;1,35;0,53
163;1;7;18;0,32;0,12;0,33;0,35;0,13;0,32;0,27;0,37;0,44;0,17
164;1;7;19;0,02;0,03;0,06;0,07;0,02;0,04;0,03;0,05;0,05;0,03
165;1;7;20;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
166;1;7;21;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
167;1;7;22;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
168;1;7;23;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
169;1;8;0;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
170;1;8;1;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
171;1;8;2;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
172;1;8;3;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
173;1;8;4;0;0,02;0,03;0,04;0,01;0,01;0;0,01;0,01;0,01
174;1;8;5;0,04;0,03;0,08;0,08;0,04;0,05;0;0,06;0,07;0,05
175;1;8;6;0,41;0,07;0,37;0,42;0,26;0,31;0,13;0,27;0,43;0,36
176;1;8;7;1,52;0,26;0,8;1,45;0,62;1,2;0,59;0,6;1,05;1,42
177;1;8;8;3,55;1,77;1,56;3,48;1,02;2,48;2,96;2,06;1,96;3,34
178;1;8;9;6,18;1,15;1,22;6,17;4,4;5,42;4,02;2;4,15;4,21
179;1;8;10;8,68;3,49;7,68;8,91;5,2;9,78;8,72;3,74;7,68;6,93
180;1;8;11;10,33;5,58;10,3;10,67;5,9;11,71;10,42;7,49;9,66;9,83
181;1;8;12;10,92;9,03;10,75;11,32;3,21;12,39;10,97;7,67;10,25;10,6
182;1;8;13;9,71;9,35;9,89;10,15;2,92;11,47;8,28;5,15;9,33;8,95
183;1;8;14;6,45;6,74;7,67;8,05;4,35;9,14;5,76;6,23;7,63;7,91
184;1;8;15;2,1;3,9;4,62;5,65;1,76;6,16;5,78;5,56;5,35;5,74
185;1;8;16;2,05;1,33;1,74;2,99;1,19;2,62;3,16;2,15;3,09;3,47
186;1;8;17;0,9;0,47;0,51;1,13;0,62;1,12;1,28;0,41;1,41;1,6
187;1;8;18;0,17;0,18;0,07;0,31;0,18;0,33;0,33;0,32;0,44;0,5
188;1;8;19;0;0,04;0,04;0,06;0,02;0,04;0,04;0,05;0,06;0,07
189;1;8;20;0;0,02;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
190;1;8;21;0;0,02;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
191;1;8;22;0;0,02;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
192;1;8;23;0;0,02;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
193;1;9;0;0;0,02;0,04;0,03;0,01;0,01;0;0,01;0,01;0,01
194;1;9;1;0;0,02;0,04;0,03;0,01;0,01;0;0,01;0,01;0,01
195;1;9;2;0;0,02;0,04;0,03;0,01;0,01;0;0,01;0,01;0,01
196;1;9;3;0;0,02;0,04;0,03;0,01;0,01;0;0,01;0,01;0,01
197;1;9;4;0;0,02;0,04;0,03;0,01;0,01;0;0,01;0,01;0,01
198;1;9;5;0;0,07;0,06;0,07;0,02;0,03;0,03;0,04;0,03;0,08
199;1;9;6;0,09;0,37;0,28;0,4;0,09;0,19;0,25;0,44;0,14;0,47
200;1;9;7;0,57;1,29;0,96;1,37;0,21;0,76;1,19;1,59;0,61;1,4
201;1;9;8;1,52;2,88;2,79;3,18;0,57;1,84;3,4;3,54;2,13;3,39
202;1;9;9;2,68;3,59;4,26;5,81;1,22;2,92;4,29;6,13;5,19;5,75
203;1;9;10;5,19;5,15;8,9;8,23;2,15;5,7;5,07;6,52;6,13;8,07
204;1;9;11;4,48;5,17;7,55;8,84;2,77;9,77;4,11;7,98;8,63;10,26
205;1;9;12;3,24;5,08;9,95;10,72;2,54;11,65;5,19;6,88;9,92;10,78
206;1;9;13;2,78;3,78;10,78;9,73;1,64;11,22;4,99;8,03;9,99;8,8
207;1;9;14;1,37;3,57;7,72;6,82;1,76;9,16;2,8;7,73;8,3;6,58
208;1;9;15;1,94;2,32;6,08;4,18;0,91;6,34;1,79;5,65;5,8;3,69
209;1;9;16;1,03;1,88;3,21;2,93;0,45;3,39;1,36;3,31;3,3;1,88
210;1;9;17;0,72;0,64;1,23;1,06;0,23;1,35;1,19;1,5;1,48;0,98
211;1;9;18;0,19;0,25;0,26;0,3;0,06;0,35;0,32;0,46;0,45;0,28
212;1;9;19;0,02;0,04;0,06;0,05;0,02;0,04;0,03;0,06;0,06;0,04
213;1;9;20;0;0,02;0,03;0,02;0,01;0,01;0;0,01;0,01;0,01
214;1;9;21;0;0,02;0,03;0,03;0,02;0,01;0;0,01;0,01;0,01
215;1;9;22;0;0,02;0,03;0,03;0,02;0,01;0;0,01;0,01;0,01
216;1;9;23;0;0,02;0,03;0,03;0,02;0,01;0;0,01;0,01;0,01
217;1;10;0;0;0,02;0,03;0,03;0,02;0,01;0;0,01;0,01;0,01
218;1;10;1;0;0,02;0,03;0,03;0,02;0,01;0;0,01;0,01;0,01
219;1;10;2;0;0,02;0,03;0,03;0,02;0,01;0;0,01;0,01;0,01
220;1;10;3;0;0,02;0,03;0,03;0,02;0,01;0;0,01;0,01;0,01
221;1;10;4;0;0,02;0,03;0,02;0,02;0,01;0;0,01;0,01;0,01
222;1;10;5;0,01;0,06;0,07;0,07;0,02;0,03;0,03;0,07;0,07;0,07
223;1;10;6;0,14;0,36;0,36;0,38;0,1;0,27;0,26;0,49;0,37;0,41
224;1;10;7;0,42;1,3;1,44;1,36;0,43;1,08;0,65;1,58;1,26;1,47
225;1;10;8;0,96;3,17;3,45;3,29;0,95;3,44;2,93;3,55;3,22;3,25
226;1;10;9;1,39;4,66;6,21;5,96;2,23;6,45;6,27;5,78;5,32;3,87
227;1;10;10;3,51;3,39;8,92;8,56;2,54;9,22;8,93;7,43;6,45;4,53
228;1;10;11;4,11;8,08;10,78;10,4;5,41;11,14;10,77;8,83;7,72;4,92
229;1;10;12;5,08;5,79;11,35;11,04;5,46;11,05;11,15;8,73;8,39;3,51
230;1;10;13;7,24;3,31;10,48;10,21;4,79;10,58;10,5;5,52;8,98;2,61
231;1;10;14;3,81;2,68;8,33;7,85;3,47;8,55;8,33;4,78;7,61;0,96
232;1;10;15;0,93;2,59;5,08;5,71;2,55;5,84;5,69;3,19;4,83;0,32
233;1;10;16;0,78;1,44;2,4;2,96;0,82;3,18;3,16;2,23;2,5;0,19
234;1;10;17;0,35;0,55;1,15;1,01;0,43;1,08;1,26;1,51;1,02;0,11
235;1;10;18;0,09;0,2;0,34;0,3;0,13;0,18;0,32;0,46;0,45;0,06
236;1;10;19;0;0,03;0,06;0,05;0,02;0,02;0,03;0,06;0,06;0,01
237;1;10;20;0;0,02;0,03;0,02;0,01;0;0;0,01;0,01;0,01
238;1;10;21;0;0,02;0,03;0,02;0,01;0;0;0,01;0,01;0,01
239;1;10;22;0;0,02;0,03;0,02;0,01;0;0;0,01;0,01;0,01
240;1;10;23;0;0,02;0,03;0,02;0,01;0;0;0,01;0,01;0,01
241;1;11;0;0;0,03;0,03;0,03;0,01;0;0;0,01;0,01;0,01
242;1;11;1;0;0,03;0,03;0,03;0,01;0;0;0,01;0,01;0,01
243;1;11;2;0;0,03;0,03;0,03;0,01;0;0;0,01;0,01;0,01
244;1;11;3;0;0,03;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
245;1;11;4;0;0,03;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
246;1;11;5;0,01;0,05;0,05;0,05;0,05;0,04;0,04;0,07;0,07;0,02
247;1;11;6;0,2;0,19;0,3;0,18;0,38;0,37;0,38;0,47;0,46;0,18
248;1;11;7;1,09;0,88;1,24;0,5;1,46;1,27;1,4;1,49;1,49;0,44
249;1;11;8;2,3;0,9;2,58;0,83;3,42;2,57;2,56;3,37;3,32;1,42
250;1;11;9;2,77;3,26;5,03;1,3;3,8;4,01;3,66;5,94;5,69;2,71
251;1;11;10;3,97;3,23;6,2;2,41;6,84;6,64;4,99;8,45;8,16;3,39
252;1;11;11;4,03;6,75;9,18;4,33;9,3;6,21;6,76;9,99;9,9;3,89
253;1;11;12;5,17;8,42;10,51;8,16;9,34;6,17;8,13;10,35;10,48;7,3
254;1;11;13;3,1;7,54;10,16;10,78;9,64;8,84;9,12;8,23;9,74;8,23
255;1;11;14;3,58;6,29;7,54;9,05;8,85;4,2;8,31;6,39;7,97;6,79
256;1;11;15;2,85;5,05;5,39;6,3;6,36;0,61;6,03;4,91;5,44;5,04
257;1;11;16;1,16;2,68;2,98;3,49;3,46;0,77;3,33;2,41;3,18;2,82
258;1;11;17;0,4;1,12;1,15;1,41;1,37;0,33;1,34;1,36;1,44;1
259;1;11;18;0,11;0,26;0,32;0,38;0,34;0,08;0,33;0,44;0,43;0,43
260;1;11;19;0,01;0,05;0,06;0,07;0,04;0,01;0,04;0,05;0,06;0,04
261;1;11;20;0;0,03;0,03;0,03;0,01;0;0;0,01;0,01;0,01
262;1;11;21;0;0,03;0,03;0,03;0,01;0;0;0,01;0,01;0,01
263;1;11;22;0;0,03;0,03;0,03;0,01;0;0;0,01;0,01;0,01
264;1;11;23;0;0,03;0,03;0,03;0,01;0;0;0,01;0,01;0,01
265;1;12;0;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
266;1;12;1;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
267;1;12;2;0;0,02;0,03;0,03;0,01;0,01;0;0,01;0,01;0,01
268;1;12;3;0;0,02;0,03;0,03;0,01;0,01;0,01;0,01;0,01;0,01
269;1;12;4;0;0,03;0,03;0,03;0,01;0,01;0,01;0,01;0,01;0,01
270;1;12;5;0,01;0,03;0,07;0,05;0,05;0,04;0,04;0,02;0,03;0,07
271;1;12;6;0,05;0,11;0,28;0,2;0,38;0,34;0,38;0,1;0,17;0,5
272;1;12;7;0,45;0,42;0,8;0,7;1,5;1,35;1,4;0,26;1,25;1,63
273;1;12;8;1,79;0,79;2,21;1,96;3,67;3,33;3,26;0,71;3,19;1,99
274;1;12;9;2,53;2,81;2,67;4,11;6,59;5,94;6,27;1,93;5,69;3,22
275;1;12;10;1,31;4,98;5,26;8,39;9,48;8,45;9;2,09;7,94;4,33
276;1;12;11;2,67;7,01;6,58;11,58;11,43;10,25;11,21;1,36;9,78;8,37
277;1;12;12;2,18;7,58;7,11;12,02;11,92;10,79;11,86;0,84;9,54;9,89
278;1;12;13;4,14;6,66;6,57;11,17;11,01;10,02;10,96;1,34;9,33;10,8
279;1;12;14;2,43;8,25;5,51;9,11;9,24;8,2;8,85;1,04;7,94;7,76
280;1;12;15;3,42;5,35;3,37;6,27;6,28;5,67;6,04;0,77;5,1;6,7
281;1;12;16;1,82;2,14;1,93;3,46;3,44;3,11;3,3;0,76;2,99;3,96
282;1;12;17;0,59;0,95;0,93;1,39;1,38;1,22;1,33;0,2;1,4;1,8
283;1;12;18;0,16;0,2;0,26;0,37;0,34;0,3;0,32;0,07;0,44;0,54
284;1;12;19;0;0,04;0,05;0,07;0,04;0,03;0,03;0,01;0,06;0,07
285;1;12;20;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
286;1;12;21;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
287;1;12;22;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
288;1;12;23;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
289;1;13;0;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
290;1;13;1;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
291;1;13;2;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
292;1;13;3;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
293;1;13;4;0;0,02;0,03;0,03;0,01;0;0;0,01;0,01;0,01
294;1;13;5;0,02;0,04;0,05;0,06;0,03;0,04;0,01;0,02;0,06;0,04
295;1;13;6;0,28;0,14;0,16;0,33;0,15;0,28;0,06;0,16;0,47;0,22
296;1;13;7;0,97;0,45;0,31;1,21;0,47;1,23;0,42;0,93;1,51;0,67
297;1;13;8;1,63;1,51;0,69;3,62;0,5;3,09;1,64;2,48;3,36;1,34
298;1;13;9;1,76;2,63;1,29;6,44;0,99;5,75;2,75;2,76;5,83;2,85
299;1;13;10;1,35;4,39;1,67;9,13;1,59;6,69;1,59;4,37;8,3;4,86
300;1;13;11;1,46;4,62;2,46;10,83;1,77;8,34;1,73;3,92;10,12;6,8
301;1;13;12;3,06;6,32;2,81;11,14;1,19;10,8;1,86;3,82;10,82;6,84
